ducc_info,test_flag,ba_abbreviation
"{""clientName"":""共创草坪越南有限公司"",""clientCode"":""TzV8ezW44eR11fUd40S8"",""contractCode"":""ISPG-20250516194814"",""pin"":""JINGNENG-Purchasing"",""country"":""VN"",""stations"":[0],""saleCurrency"":""VND"",""companyType"":""1"",""excludeDefaultVatFlag"":false,""wispOrderListShowStatus"":[1,3,4,80,90,95,5,99],""orderMap"":{""nameMaxSize"":null,""jcAgencyCode"":""10588"",""closeUserConfirmPrice"":""1"",""customsCountryCode"":""VN"",""autoConfirmCrossBorderOrder"":""false"",""autoConfirmStockUpOrder"":""true"",""buyerTaxNo"":null,""customerCompanyProperty"":null,""buyerName"":null,""closePriceConfirm"":""0"",""autoConfirmLocalOrder"":""true"",""paymentChannel"":""accountPeriod"",""buyerAddress"":null,""customerInvoiceUseIncludeTax"":null,""shipFromStock"":""1""},""openArea"":null,""tradeRoute"":null,""storeId"":24682489,""iopPin"":""VNKUAJING"",""sellerErp"":null,""periodType"":null,""prepaymentRatio"":null,""finalPaymentPeriod"":null,""tradeTerms"":""DAP"",""payType"":""1"",""iopAddressVO"":null,""briefCode"":""CCG"",""hoursOfAutoFinish"":120,""ebsContractCode"":""EKA2025A4726393"",""language"":{""vi"":""Ti?ng Vi?t"",""en"":""English"",""zh"":""中文""},""countryNameMap"":{""vi"":""Tr?m Vi?t Nam"",""zh"":""越南站""},""customerNameZh"":""共创草坪越南有限公司"",""customerNameEn"":""COCREATION GRASS CORPORATION (VIET NAM) CO., LTD"",""customerTax"":""3901260792"",""customerAddress"":""L? 10-1 ???ng N8, khu C?ng nghi?p Ph??c ??ng, X? ??n Thu?n, Th? x? Tr?ng Bàng, T?nh T?y Ninh, Vi?t Nam"",""customerServiceStart"":""2025-05-01"",""customerServiceEnd"":""2026-04-30"",""customerNameVn"":""C?NG TY TNHH COCREATION GRASS CORPORATION VI?T NAM"",""jdContractName"":""C?NG TY TNHH CHU?I CUNG ?NG C?NG NGHI?P JINGDONG (VI?T NAM)"",""jdContractAddress"":""L15-01, Tòa nhà Century Tower, s? 458 ???ng Minh Khai, Ph??ng V?nh Tuy, Qu?n Hai Bà Tr?ng, Thành ph? Hà N?i, Vi?t Nam"",""orderWaybillDeliver"":false,""xbpOrderCompletedApprover"":{""审批人2"":""liuyanhua.56"",""审批人3"":""thanhthao.truongth1"",""审批人1"":""liudaojin1""},""merchantId"":""10170"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""shippingMark"":""JDIVN-CCG"",""checkThirdExtInfoKey"":null,""customerName"":null,""iopId"":""4"",""salePriceLimit"":null,""accountMap"":null,""countryType"":null,""uatUserFlag"":null}",0,越南 - 共创草坪
"{""clientName"":""华润守正招标有限公司"",""clientCode"":""Y6YtShn47mKRh17vFEP5"",""contractCode"":""ISPG-20250512131538"",""pin"":""华润守正香港test"",""country"":""HK"",""stations"":[0],""saleCurrency"":""HKD"",""companyType"":null,""excludeDefaultVatFlag"":false,""wispOrderListShowStatus"":[4,80,90,95,5,99],""orderMap"":{""nameMaxSize"":null,""jcAgencyCode"":""10588"",""customsCountryCode"":""HK"",""autoConfirmCrossBorderOrder"":""false"",""autoConfirmStockUpOrder"":""true"",""buyerTaxNo"":""914403003426144591"",""customerCompanyProperty"":null,""buyerName"":""华润守正招标有限公司"",""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":""true"",""paymentChannel"":""accountPeriod"",""buyerAddress"":""广东省深圳市南山区科苑南路2666号中国华润大厦"",""customerInvoiceUseIncludeTax"":null,""shipFromStock"":""1""},""openArea"":null,""tradeRoute"":null,""storeId"":24682489,""iopPin"":""JDI香港内贸段交易"",""sellerErp"":null,""periodType"":null,""prepaymentRatio"":null,""finalPaymentPeriod"":null,""tradeTerms"":""DDP"",""payType"":""1"",""iopAddressVO"":null,""briefCode"":null,""hoursOfAutoFinish"":120,""ebsContractCode"":null,""language"":{""en"":""English"",""zh_Hant"":""繁体中文""},""countryNameMap"":{""en"":""Hong Kong Station"",""zh_Hant"":""香港站"",""zh"":""香港站""},""customerNameZh"":""华润守正招标有限公司"",""customerNameEn"":""华润守正招标有限公司"",""customerTax"":""914403003426144591"",""customerAddress"":""广东省深圳市南山区科苑南路2666号中国华润大厦"",""customerServiceStart"":""2025-05-30"",""customerServiceEnd"":""2027-05-30"",""customerNameVn"":"""",""jdContractName"":""JD Industrial Technology (HK) Limited."",""jdContractAddress"":""Suite 603, 6/F, Laws Commercial Plaza, 788 Cheung Sha Wan Road, Kowloon, Hong Kong"",""orderWaybillDeliver"":false,""xbpOrderCompletedApprover"":{""审批人2"":""liudaojin1"",""审批人1"":""chenxihui5""},""merchantId"":""10170"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""shippingMark"":null,""checkThirdExtInfoKey"":null,""customerName"":""华润守正招标有限公司"",""iopId"":null,""salePriceLimit"":null,""accountMap"":null,""countryType"":null,""uatUserFlag"":true}",1,暂无
"{""clientName"":""INV NEW MATERIAL TECHNOLOGY (M) SDN. BHD."",""clientCode"":""8eDYmsFZIkxdnUM2Psuj"",""contractCode"":""ISPG-20250523180236"",""pin"":""INVBuyer1 采购账号"",""country"":""MY"",""stations"":[0],""saleCurrency"":""MYR"",""companyType"":""1"",""excludeDefaultVatFlag"":false,""wispOrderListShowStatus"":[4,80,90,95,5,99],""orderMap"":{""nameMaxSize"":null,""jcAgencyCode"":""10588"",""customsCountryCode"":""MY"",""autoConfirmCrossBorderOrder"":""false"",""autoConfirmStockUpOrder"":""true"",""buyerTaxNo"":""202301032513 (1526436-K)"",""customerCompanyProperty"":"""",""buyerName"":""INV NEW MATERIAL TECHNOLOGY (M) SDN. BHD."",""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":""true"",""paymentChannel"":""accountPeriod"",""buyerAddress"":""LOT 138, PENANG TECHNOLOGY PARK, JALAN TUN HAMDAN SHEIKH TAHIR, KEPALA BATAS, PULAU PINANG"",""customerInvoiceUseIncludeTax"":null,""shipFromStock"":""1""},""openArea"":null,""tradeRoute"":null,""storeId"":24682489,""iopPin"":""JDi马来内贸段交易"",""sellerErp"":null,""periodType"":null,""prepaymentRatio"":null,""finalPaymentPeriod"":null,""tradeTerms"":""DDP"",""payType"":""1"",""iopAddressVO"":null,""briefCode"":""INV-MY"",""hoursOfAutoFinish"":168,""ebsContractCode"":""EKA2025A5082911"",""language"":{""en"":""English"",""zh"":""中文""},""countryNameMap"":{""ms"":""Stesen Malaysia"",""en"":""Malaysia Station"",""zh"":""马来西亚站""},""customerNameZh"":""INV NEW MATERIAL TECHNOLOGY (M) SDN. BHD."",""customerNameEn"":""INV NEW MATERIAL TECHNOLOGY (M) SDN. BHD."",""customerTax"":""202301032513 (1526436-K)"",""customerAddress"":""LOT 138, PENANG TECHNOLOGY PARK, JALAN TUN HAMDAN SHEIKH TAHIR, KEPALA BATAS, PULAU PINANG"",""customerServiceStart"":""2025-05-22"",""customerServiceEnd"":""2027-05-21"",""customerNameVn"":"""",""jdContractName"":""JINGDONG INDUSTRIALS MALAYSIA SDN. BHD."",""jdContractAddress"":""SUITE 9-13A, LEVEL 9, WISMA UOA II, JALAN PINANG, 50450 KUALA LUMPUR W.P. KUALA LUMPUR MALAYSIA"",""orderWaybillDeliver"":false,""xbpOrderCompletedApprover"":{""审批人2"":""chiamin.ng1"",""审批人3"":""chenjiaoru"",""审批人1"":""liudaojin1""},""merchantId"":""10170"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""shippingMark"":""JDIMY-INV-MY"",""checkThirdExtInfoKey"":null,""customerName"":""INV NEW MATERIAL TECHNOLOGY (M) SDN. BHD."",""iopId"":""5"",""salePriceLimit"":null,""accountMap"":null,""countryType"":null,""uatUserFlag"":null}",0,马来 - 星源
"{""clientName"":""Ferrotec Silicon Materials (Malaysia) SDN.BHD"",""clientCode"":""LdlZE8EbVwxZfm5uvkoW"",""contractCode"":""ISPG-20250523114936"",""pin"":""FTHSM-采购部001"",""country"":""MY"",""stations"":[0],""saleCurrency"":""MYR"",""companyType"":""1"",""excludeDefaultVatFlag"":false,""wispOrderListShowStatus"":[4,80,90,95,5,99],""orderMap"":{""nameMaxSize"":null,""jcAgencyCode"":null,""customsCountryCode"":""MY"",""autoConfirmCrossBorderOrder"":""false"",""autoConfirmStockUpOrder"":""true"",""buyerTaxNo"":""202501013137(1614551-U)"",""customerCompanyProperty"":"""",""buyerName"":""Ferrotec Silicon Materials (Malaysia) SDN.BHD"",""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":""true"",""paymentChannel"":null,""buyerAddress"":""NO. 18-01. JALAN BESTARI 2/2,TAMAN NUSA BESTARI,ISKANDAR PUTERI,JOHOR"",""customerInvoiceUseIncludeTax"":null,""shipFromStock"":""1""},""openArea"":null,""tradeRoute"":null,""storeId"":24682489,""iopPin"":""JDi马来内贸段交易"",""sellerErp"":null,""periodType"":null,""prepaymentRatio"":null,""finalPaymentPeriod"":null,""tradeTerms"":""DDP"",""payType"":""1"",""iopAddressVO"":null,""briefCode"":""Ferrotec Silicon"",""hoursOfAutoFinish"":168,""ebsContractCode"":""EKA2025A4646282"",""language"":{""en"":""English"",""zh"":""中文""},""countryNameMap"":{""ms"":""Stesen Malaysia"",""en"":""Malaysia Station"",""zh"":""马来西亚站""},""customerNameZh"":""Ferrotec Silicon Materials (Malaysia) SDN.BHD"",""customerNameEn"":""Ferrotec Silicon Materials (Malaysia) SDN.BHD"",""customerTax"":""202501013137(1614551-U)"",""customerAddress"":""NO. 18-01. JALAN BESTARI 2/2,TAMAN NUSA BESTARI,ISKANDAR PUTERI,JOHOR"",""customerServiceStart"":""2025-05-15"",""customerServiceEnd"":""2026-05-15"",""customerNameVn"":"""",""jdContractName"":""JINGDONG INDUSTRIALS MALAYSIA SDN. BHD."",""jdContractAddress"":""SUITE 9-13A, LEVEL 9, WISMA UOA II, JALAN PINANG, 50450 KUALA LUMPUR W.P. KUALA LUMPUR MALAYSIA"",""orderWaybillDeliver"":false,""xbpOrderCompletedApprover"":{""审批人2"":""chiamin.ng1"",""审批人3"":""chenjiaoru"",""审批人1"":""liudaojin1""},""merchantId"":""10153"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""shippingMark"":""JDIMY-Ferrotec Silicon"",""checkThirdExtInfoKey"":null,""customerName"":""Ferrotec Silicon Materials (Malaysia) SDN.BHD"",""iopId"":""5"",""salePriceLimit"":null,""accountMap"":null,""countryType"":null,""uatUserFlag"":null}",0,马来 - 申和
"{""clientName"":""HIGHSTAR ENERGY MALAYSIA SDN.BHD."",""clientCode"":""ih3LO7UyhScdDox0RQLx"",""contractCode"":""ISPG-20250423142038"",""pin"":""海四达下单1"",""country"":""MY"",""stations"":[0],""saleCurrency"":""MYR"",""companyType"":""1"",""excludeDefaultVatFlag"":false,""wispOrderListShowStatus"":[4,80,90,95,5,99],""orderMap"":{""nameMaxSize"":null,""jcAgencyCode"":""10588"",""customsCountryCode"":""MY"",""autoConfirmCrossBorderOrder"":""false"",""autoConfirmStockUpOrder"":""true"",""buyerTaxNo"":""202501002445(1603858-D)"",""customerCompanyProperty"":"""",""buyerName"":""HIGHSTAR ENERGY MALAYSIA SDN.BHD."",""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":""true"",""paymentChannel"":""accountPeriod"",""buyerAddress"":""SUITE 1 LEVEL 23 MENARA KOMTAR,JOHOR BAHRU CITY CENTRE,JOHOR BAHRU,JOHOR"",""customerInvoiceUseIncludeTax"":null,""shipFromStock"":""1""},""openArea"":null,""tradeRoute"":null,""storeId"":24682489,""iopPin"":""JDi马来内贸段交易"",""sellerErp"":null,""periodType"":null,""prepaymentRatio"":null,""finalPaymentPeriod"":null,""tradeTerms"":""DDP"",""payType"":""1"",""iopAddressVO"":null,""briefCode"":""MY-HIGHSTAR"",""hoursOfAutoFinish"":168,""ebsContractCode"":""EKA2025A3994224"",""language"":{""en"":""English"",""zh"":""中文""},""countryNameMap"":{""ms"":""Stesen Malaysia"",""en"":""Malaysia Station"",""zh"":""马来西亚站""},""customerNameZh"":""HIGHSTAR ENERGY MALAYSIA SDN.BHD."",""customerNameEn"":""HIGHSTAR ENERGY MALAYSIA SDN.BHD."",""customerTax"":""202501002445(1603858-D)"",""customerAddress"":""SUITE 1 LEVEL 23 MENARA KOMTAR,JOHOR BAHRU CITY CENTRE,JOHOR BAHRU,JOHOR"",""customerServiceStart"":""2025-04-20"",""customerServiceEnd"":""2026-04-20"",""customerNameVn"":"""",""jdContractName"":""JINGDONG INDUSTRIALS MALAYSIA SDN. BHD."",""jdContractAddress"":""SUITE 9-13A, LEVEL 9, WISMA UOA II, JALAN PINANG, 50450 KUALA LUMPUR W.P. KUALA LUMPUR MALAYSIA"",""orderWaybillDeliver"":false,""xbpOrderCompletedApprover"":{""审批人2"":""chiamin.ng1"",""审批人3"":""chenjiaoru"",""审批人1"":""liudaojin1""},""merchantId"":""10170"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""shippingMark"":""JDIMY-MY-HIGHSTAR"",""checkThirdExtInfoKey"":null,""customerName"":""HIGHSTAR ENERGY MALAYSIA SDN.BHD."",""iopId"":""5"",""salePriceLimit"":null,""accountMap"":null,""countryType"":null,""uatUserFlag"":null}",0,马来 - 海四达
"{""clientName"":""国际巴西巴伊亚测试"",""clientCode"":""KJWhChaIHVrWpT3J1bo4"",""contractCode"":""ISPG-20241025003821"",""pin"":""BR-BYD采购账号BA测试"",""country"":""BR"",""stations"":[0],""saleCurrency"":""BRL"",""companyType"":""2"",""excludeDefaultVatFlag"":false,""wispOrderListShowStatus"":[4,80,90,5,95,99],""orderMap"":{""autoConfirmCrossBorderOrder"":""true"",""buyerAddress"":""Av. Henry Ford - Polo Petroquímico, Cama?ari, 42.816-260, BAHIA, BRASIL"",""autoConfirmStockUpOrder"":""true"",""buyerTaxNo"":""50.351.104/0001-19"",""dueAppendDay"":""70"",""cfop"":""6102"",""buyerName"":""BYD AUTO DO BRASIL LTDA"",""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":""true"",""shipFromStock"":""1"",""email"":""fiscalcam@byd.com""},""openArea"":null,""tradeRoute"":null,""storeId"":24682489,""iopPin"":""巴西工业内贸段"",""sellerErp"":null,""periodType"":null,""prepaymentRatio"":null,""finalPaymentPeriod"":null,""tradeTerms"":""DDP"",""payType"":""1"",""iopAddressVO"":null,""briefCode"":""BYD AUTO DO BRASIL LTDA"",""hoursOfAutoFinish"":168,""ebsContractCode"":"""",""language"":{""pt-BR"":""Português"",""en"":""English"",""zh"":""中文""},""countryNameMap"":{""pt-BR"":""Esta??o Brasil"",""en"":""Brazil Station"",""zh"":""巴西站""},""customerNameZh"":""国际巴西巴伊亚测试"",""customerNameEn"":""BYD AUTO DO BRASIL LTDA（TEST）"",""customerTax"":""50.351.104/0001-19"",""customerAddress"":""Av. Henry Ford - Polo Petroquímico, Cama?ari, 42.816-260, BAHIA, BRASIL"",""customerServiceStart"":"""",""customerServiceEnd"":"""",""customerNameVn"":""BYD AUTO DO BRASIL LTDA（TEST）"",""jdContractName"":""JINGDONG INDUSTRIALS DO BRASIL LTDA"",""jdContractAddress"":"""",""orderWaybillDeliver"":false,""xbpOrderCompletedApprover"":{""审批人2"":""zhoujuan58"",""审批人3"":""huangjingjing21"",""审批人1"":""zhaofengjiao3""},""merchantId"":""10153"",""openSubscribeFlag"":true,""taxCheckFlag"":false,""shippingMark"":""JDIVN-BYD AUTO DO BRASIL LTDA"",""checkThirdExtInfoKey"":null,""customerName"":null,""iopId"":""6"",""salePriceLimit"":null,""accountMap"":{""br00_ba_test1"":""BR00-BA测试1"",""br40_ba_test1"":""BR40-BA测试1"",""br50_ba_test1"":""BR50-BA测试1"",""br20_ba_test1"":""BR20-BA测试1"",""br70_ba_test1"":""BR70-BA测试1"",""br10_ba_test1"":""BR10-BA测试1"",""br30_ba_test1"":""BR30-BA测试1"",""br60_ba_test1"":""BR60-BA测试1"",""brD0_ba_test1"":""BRD0-BA测试1""},""countryType"":null,""uatUserFlag"":true}",1,暂无
"{""clientName"":""CHERY CORPORATE MALAYSIA SDN BHD"",""clientCode"":""WsZ4WWpgximcYHp2khnb"",""contractCode"":""ISPG-20250603164327"",""pin"":""mychery-buyer"",""country"":""MY"",""stations"":[0],""saleCurrency"":""MYR"",""companyType"":""1"",""excludeDefaultVatFlag"":false,""wispOrderListShowStatus"":[4,80,90,95,5,99],""orderMap"":{""nameMaxSize"":null,""jcAgencyCode"":""10588"",""customsCountryCode"":""MY"",""autoConfirmCrossBorderOrder"":""false"",""autoConfirmStockUpOrder"":""true"",""buyerTaxNo"":""202201044326(1490023-U)"",""customerCompanyProperty"":"""",""buyerName"":""CHERY CORPORATE MALAYSIA SDN BHD"",""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":""true"",""paymentChannel"":""accountPeriod"",""buyerAddress"":""UNIT 30-01 LEVEL 30, TOWER A，VERTICAL BUSINESS SUITE,AVENUE 3BANGSAR SOUTH, NO. 8 JALAN KERINCHI，KUALA LUMPUR，WILAYAH PERSEKUTUAN"",""customerInvoiceUseIncludeTax"":null,""shipFromStock"":""1""},""openArea"":null,""tradeRoute"":null,""storeId"":24682489,""iopPin"":""JDi马来内贸段交易"",""sellerErp"":null,""periodType"":null,""prepaymentRatio"":null,""finalPaymentPeriod"":null,""tradeTerms"":""DDP"",""payType"":""1"",""iopAddressVO"":null,""briefCode"":""Chery"",""hoursOfAutoFinish"":168,""ebsContractCode"":""EKA2025A5395074"",""language"":{""en"":""English"",""zh"":""中文""},""countryNameMap"":{""ms"":""Stesen Malaysia"",""en"":""Malaysia Station"",""zh"":""马来西亚站""},""customerNameZh"":""CHERY CORPORATE MALAYSIA SDN BHD"",""customerNameEn"":""CHERY CORPORATE MALAYSIA SDN BHD"",""customerTax"":""202201044326(1490023-U)"",""customerAddress"":""UNIT 30-01 LEVEL 30, TOWER A，VERTICAL BUSINESS SUITE,AVENUE 3BANGSAR SOUTH, NO. 8 JALAN KERINCHI，KUALA LUMPUR，WILAYAH PERSEKUTUAN"",""customerServiceStart"":""2025-05-28"",""customerServiceEnd"":""2026-05-28"",""customerNameVn"":"""",""jdContractName"":""JINGDONG INDUSTRIALS MALAYSIA SDN. BHD."",""jdContractAddress"":""SUITE 9-13A, LEVEL 9, WISMA UOA II, JALAN PINANG, 50450 KUALA LUMPUR W.P. KUALA LUMPUR MALAYSIA"",""orderWaybillDeliver"":false,""xbpOrderCompletedApprover"":{""审批人2"":""chiamin.ng1"",""审批人3"":""chenjiaoru"",""审批人1"":""liudaojin1""},""merchantId"":""10170"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""shippingMark"":""JDIMY-Chery"",""checkThirdExtInfoKey"":null,""customerName"":""CHERY CORPORATE MALAYSIA SDN BHD"",""iopId"":""5"",""salePriceLimit"":null,""accountMap"":null,""countryType"":null,""uatUserFlag"":null}",0,马来 - 奇瑞汽车
"{""clientName"":""宁德时代匈牙利有限公司"",""clientCode"":""TdbzTFo4P2c1fsduJmHi"",""contractCode"":""ISPG-20250605230105"",""pin"":""CATH-采购"",""country"":""HU"",""stations"":[0],""saleCurrency"":""EUR"",""companyType"":""2"",""excludeDefaultVatFlag"":false,""wispOrderListShowStatus"":[4,80,90,5,99],""orderMap"":{""jcAgencyCode"":""10588"",""autoConfirmCrossBorderOrder"":""true"",""buyerAddress"":""0495/267 hrsz., 4002 Debrecen, Hungary INPARK"",""sellerTaxNo"":""32608487"",""autoConfirmStockUpOrder"":""true"",""buyerTaxNo"":""27754025209"",""customerCompanyProperty"":""/"",""buyerName"":""Contemporary Amperex Technology Hungary Kft."",""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":""true"",""shipFromStock"":""1"",""paymentChannel"":""accountPeriod""},""openArea"":null,""tradeRoute"":null,""storeId"":24682489,""iopPin"":""国际-匈牙利站"",""sellerErp"":null,""periodType"":null,""prepaymentRatio"":null,""finalPaymentPeriod"":null,""tradeTerms"":""DDP"",""payType"":""1"",""iopAddressVO"":null,""briefCode"":""CAT-HU"",""hoursOfAutoFinish"":120,""ebsContractCode"":"""",""language"":{""en"":""英文"",""zh"":""中文""},""countryNameMap"":{""en"":""Hungary Station"",""zh"":""匈牙利站""},""customerNameZh"":""宁德时代匈牙利有限公司"",""customerNameEn"":""Contemporary Amperex Technology Hungary Kft."",""customerTax"":""27754025209"",""customerAddress"":""0495/267 hrsz., 4002 Debrecen, Hungary INPARK"",""customerServiceStart"":"""",""customerServiceEnd"":"""",""customerNameVn"":"""",""jdContractName"":""Jingdong Industrials Hungary Kft."",""jdContractAddress"":""公司注册地址，假设与客户注册地址相同"",""orderWaybillDeliver"":false,""xbpOrderCompletedApprover"":{""审批人2"":""tianchangqun"",""审批人1"":""liudaojin1""},""merchantId"":""10170"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""shippingMark"":""JDIHU-CAT-HU"",""checkThirdExtInfoKey"":null,""customerName"":null,""iopId"":""7"",""salePriceLimit"":null,""accountMap"":null,""countryType"":1,""uatUserFlag"":null}",0,匈牙利 - 宁德时代
"{""clientName"":""PT ANUGRAH TAMBANG INDUSTRI"",""clientCode"":""YL6Xjj3QFuVsR4t6GIOe"",""contractCode"":""ISPG-20250610193741"",""pin"":""ANTI_IDPurchasing-D"",""country"":""ID"",""stations"":[0],""saleCurrency"":""IDR"",""companyType"":""1"",""excludeDefaultVatFlag"":false,""wispOrderListShowStatus"":[4,80,90,95,5,99],""orderMap"":{""nameMaxSize"":null,""jcAgencyCode"":""10588"",""customsCountryCode"":""ID"",""autoConfirmCrossBorderOrder"":""true"",""autoConfirmStockUpOrder"":""true"",""buyerTaxNo"":""750111742017000"",""customerCompanyProperty"":""/"",""buyerName"":""PT ANUGRAH TAMBANG INDUSTRI"",""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":""true"",""paymentChannel"":""accountPeriod"",""buyerAddress"":""Graha Indochem Lantai. 2, Jalan Pantai Indah Kapuk Boulevard Kaveling SSB/E Pantai Indah Kapuk, Kota Adm. Jakarta Utara, Provinsi DKI Jakarta, Kode Pos: 14470"",""customerInvoiceUseIncludeTax"":null,""shipFromStock"":""1""},""openArea"":null,""tradeRoute"":null,""storeId"":24682489,""iopPin"":""JDi印尼站"",""sellerErp"":null,""periodType"":null,""prepaymentRatio"":null,""finalPaymentPeriod"":null,""tradeTerms"":""DDP"",""payType"":""1"",""iopAddressVO"":null,""briefCode"":""JDIID-QMBATIA"",""hoursOfAutoFinish"":120,""ebsContractCode"":""2025A5966694"",""language"":{""en"":""English"",""id"":""Indonesia"",""zh"":""中文""},""countryNameMap"":{""en"":""Indonesia Station"",""id"":""Stasiun Indonesia"",""zh"":""印尼站""},""customerNameZh"":""PT ANUGRAH TAMBANG INDUSTRI"",""customerNameEn"":""PT ANUGRAH TAMBANG INDUSTRI"",""customerTax"":""750111742017000"",""customerAddress"":""Graha Indochem Lantai. 2, Jalan Pantai Indah Kapuk Boulevard Kaveling SSB/E Pantai Indah Kapuk, Kota Adm. Jakarta Utara, Provinsi DKI Jakarta, Kode Pos: 14470"",""customerServiceStart"":""2025-05-07"",""customerServiceEnd"":""2026-05-06"",""customerNameVn"":"""",""jdContractName"":""PT JINGDONG INDUSTRIALS INDONESIA"",""jdContractAddress"":""Jl. KH. Hasyim Ashari No. 3C, Desa/Kelurahan Petojo Utara, Kec. Gambir, Kota Adm. Jakarta Pusat, Provinsi DKI Jakarta, Kode Pos: 10130"",""orderWaybillDeliver"":false,""xbpOrderCompletedApprover"":{""审批人2"":""liaoyonge1"",""审批人1"":""liudaojin1""},""merchantId"":""10170"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""shippingMark"":""JDIID-JDIID-QMBATIA"",""checkThirdExtInfoKey"":null,""customerName"":""PT ANUGRAH TAMBANG INDUSTRI"",""iopId"":""8"",""salePriceLimit"":null,""accountMap"":null,""countryType"":null,""uatUserFlag"":null}",0,印尼 - ATI
"{""clientName"":""JABIL CIRCUIT SDN BHD"",""clientCode"":""fPJX5lWsJywzETW5LXJD"",""contractCode"":""ISPG-20250221114243"",""pin"":""JabilWIEP"",""country"":""MY"",""stations"":[0],""saleCurrency"":""MYR"",""companyType"":""1"",""excludeDefaultVatFlag"":false,""wispOrderListShowStatus"":[4,80,90,95,5,99],""orderMap"":{""nameMaxSize"":null,""jcAgencyCode"":""10588"",""customsCountryCode"":""MY"",""autoConfirmCrossBorderOrder"":""false"",""autoConfirmStockUpOrder"":""true"",""buyerTaxNo"":""199501007339 (336537-M)"",""customerCompanyProperty"":"""",""buyerName"":""JABIL CIRCUIT SDN BHD"",""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":""true"",""paymentChannel"":""accountPeriod"",""buyerAddress"":""UNIT 50-8-1,8TH FLOOR,WISMA UOA DAMANSARA,5O JALAN DUNGUN,KUALA LUMPUR,KUALA LUMPUR,WILAYAH PERSEKUTUAN"",""customerInvoiceUseIncludeTax"":null,""shipFromStock"":""1""},""openArea"":null,""tradeRoute"":null,""storeId"":24682489,""iopPin"":""JDi马来内贸段交易"",""sellerErp"":null,""periodType"":null,""prepaymentRatio"":null,""finalPaymentPeriod"":null,""tradeTerms"":""DDP"",""payType"":""1"",""iopAddressVO"":null,""briefCode"":""Jabil-MY"",""hoursOfAutoFinish"":168,""ebsContractCode"":""EKA2025A4581267"",""language"":{""en"":""English"",""zh"":""中文""},""countryNameMap"":{""ms"":""Stesen Malaysia"",""en"":""Malaysia Station"",""zh"":""马来西亚站""},""customerNameZh"":""JABIL CIRCUIT SDN BHD"",""customerNameEn"":""JABIL CIRCUIT SDN BHD"",""customerTax"":""199501007339 (336537-M)"",""customerAddress"":""UNIT 50-8-1,8TH FLOOR,WISMA UOA DAMANSARA,5O JALAN DUNGUN,KUALA LUMPUR,KUALA LUMPUR,WILAYAH PERSEKUTUAN"",""customerServiceStart"":""2025-05-07"",""customerServiceEnd"":""2028-05-06"",""customerNameVn"":"""",""jdContractName"":""JINGDONG INDUSTRIALS MALAYSIA SDN. BHD."",""jdContractAddress"":""SUITE 9-13A, LEVEL 9, WISMA UOA II, JALAN PINANG, 50450 KUALA LUMPUR W.P. KUALA LUMPUR MALAYSIA"",""orderWaybillDeliver"":false,""xbpOrderCompletedApprover"":{""审批人2"":""chiamin.ng1"",""审批人3"":""chenjiaoru"",""审批人1"":""liudaojin1""},""merchantId"":""10170"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""shippingMark"":""JDIMY-Jabil-MY"",""checkThirdExtInfoKey"":null,""customerName"":""JABIL CIRCUIT SDN BHD"",""iopId"":""5"",""salePriceLimit"":null,""accountMap"":null,""countryType"":null,""uatUserFlag"":null}",0,马来 - 捷普
